id,api_model,api_link,is_boosted,title,alt_titles,thumbnail,main_reference_number,has_not_been_viewed_much,boost_rank,date_start,date_end,date_display,date_qualifier_title,date_qualifier_id,artist_display,place_of_origin,description,short_description,dimensions,dimensions_detail,medium_display,inscriptions,credit_line,catalogue_display,publication_history,exhibition_history,provenance_text,edition,publishing_verification_level,internal_department_id,fiscal_year,fiscal_year_deaccession,is_public_domain,is_zoomable,max_zoom_window_size,copyright_notice,has_multimedia_resources,has_educational_resources,has_advanced_imaging,colorfulness,color,latitude,longitude,latlon,is_on_view,on_loan_display,gallery_title,gallery_id,nomisma_id,artwork_type_title,artwork_type_id,department_title,department_id,artist_id,artist_title,alt_artist_ids,artist_ids,artist_titles,category_ids,category_titles,term_titles,style_id,style_title,alt_style_ids,style_ids,style_titles,classification_id,classification_title,alt_classification_ids,classification_ids,classification_titles,subject_id,alt_subject_ids,subject_ids,subject_titles,material_id,alt_material_ids,material_ids,material_titles,technique_id,alt_technique_ids,technique_ids,technique_titles,theme_titles,image_id,alt_image_ids,document_ids,sound_ids,video_ids,text_ids,section_ids,section_titles,site_ids,suggest_autocomplete_all,source_updated_at,updated_at,timestamp,suggest_autocomplete_boosted
65133,artworks,https://api.artic.edu/api/v1/artworks/65133,False,Panel (Upholstery Fabric),,"{'lqip': 'data:image/gif;base64,R0lGODlhBwAFAPQAADRXZDdaZTZaZzpZZzlaZzhZaThaaDlbaTpbaThbajpbajlcaTpcaTtcajtdajpcazpdaz1daztcbDxcbDxdbD1dbDxdbT9fbj9gcEJjb0FicUJkckJlc0Rmc0VodgAAACH5BAAAAAAALAAAAAAHAAUAAAUdIGAkhXJxAvNYk+YtTkNVWidAh0RhW8AQiEEkEwIAOw==', 'width': 1570, 'height': 1056, 'alt_text': 'A work made of cotton, rayon, and polyolefin, float weave.'}",1986.1028,True,,1951.0,1951.0,1951,Made,4.0,"Yvonne Palmer Pacanovsky Bobrowicz (American, 1928-2022)
United States, Pennsylvania, Philadelphia",Pennsylvania,,,210.8 × 103.8 cm (83 × 40 7/8 in.),"[{'depth': None, 'width': 103, 'height': 210, 'diameter': None, 'clarification': None}]","Cotton, rayon, and polyolefin, float weave",,Gift of Mr. and Mrs. Joseph R. Bobrowicz,,,,,,Web Basic,4,1987,,False,False,843,,False,False,False,24.0727,"{'h': 48, 'l': 49, 's': 35, 'percentage': 0.0004184266738636055, 'population': 2}",,,,False,,,,,Textile,5,Textiles,PC-14,2744.0,Yvonne Palmer Pacanovsky Bobrowicz,[],[2744],['Yvonne Palmer Pacanovsky Bobrowicz'],"['PC-14', 'PC-825']","['Textiles', 'Women artists']","['Modernism', 'textile', 'weaving']",TM-5981,Modernism,[],['TM-5981'],['Modernism'],TM-69,textile,['TM-159'],"['TM-69', 'TM-159']","['textile', 'weaving']",,[],[],[],,[],[],[],,[],[],[],['Women artists'],a6ef2bf7-24ac-f911-210c-e5d77b1dac72,['eb2ca351-f1af-a80b-2859-3f53c784ed63'],[],[],[],[],[],[],[],"[{'input': ['1986.1028'], 'contexts': {'groupings': ['accession']}}, {'input': ['Panel (Upholstery Fabric)'], 'weight': 1, 'contexts': {'groupings': ['title']}}]",2024-04-25T16:20:20-05:00,2026-05-17T06:36:02-05:00,2026-05-17T06:36:31-05:00,
87741,artworks,https://api.artic.edu/api/v1/artworks/87741,False,Bracket (one of two),,"{'lqip': 'data:image/gif;base64,R0lGODlhBwAFAPUAAK6ATa2BTrOGT7OIVsCabsqgbsOgecajer+hgMm1n9C6oc+/sNHArNHArc7Bsc/CtNDCstTEsdTFts/IwdTPy9TSz+Hg3uLh3+Lh4OPh4Obk4uHi5ePl5+Tk5eTk5+Xm5ujq7ubq8O3y+AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAACH5BAAAAAAALAAAAAAHAAUAAAYhwArEMYkwKI+AADEASDaHgoZg8IQaClFiAeJgLh9LphMEADs=', 'width': 3000, 'height': 2102, 'alt_text': 'A work made of wood, possibly oak, carved and gilded.'}",1938.100,True,,1730.0,1740.0,c. 1735,Made,4.0,France,France,,,52.4 × 46.4 × 17.3 cm (20 5/8 × 18 1/4 × 6 13/16 in.),"[{'depth': 17, 'width': 46, 'height': 52, 'diameter': None, 'clarification': None}]","Wood, possibly oak, carved and gilded",,Gift of Mrs. Charles H. Boissevain in memory of Henry C. Dangler,,,,,,Web Basic,6,1939,,True,True,-1,,False,False,False,49.6106,"{'h': 37, 'l': 77, 's': 68, 'percentage': 0.07787833717707085, 'population': 388}",,,,False,,,,,Furniture,6,Applied Arts of Europe,PC-9,,,[],[],[],['PC-9'],['Applied Arts of Europe'],"['rack', 'wood (plant material)', 'furniture', 'plant material', 'furniture', 'european decorative arts']",,,[],[],[],TM-1383,rack,"['TM-76', 'TM-1394']","['TM-1383', 'TM-76', 'TM-1394']","['rack', 'furniture', 'european decorative arts']",TM-9132,[],['TM-9132'],['furniture'],TM-2431,['TM-3478'],"['TM-2431', 'TM-3478']","['wood (plant material)', 'plant material']",,[],[],[],[],1fe13c52-3d6a-dc6d-9312-84207eb3affe,[],['7113388e-53d5-f4fd-8c67-11e47d469a40'],[],[],[],[],[],[],"[{'input': ['1938.100'], 'contexts': {'groupings': ['accession']}}, {'input': ['Bracket (one of two)'], 'weight': 1, 'contexts': {'groupings': ['title']}}]",2026-04-30T11:23:55-05:00,2026-05-17T06:35:59-05:00,2026-05-17T06:36:31-05:00,
48299,artworks,https://api.artic.edu/api/v1/artworks/48299,False,"Place de la Trinité, Paris, small plate",,"{'lqip': 'data:image/gif;base64,R0lGODlhAwAFAPMAAKekh6uni6mkjLWtlravlraxlrezl7iym7m1nry1nry3oby4ob64ob25o766owAAACH5BAAAAAAALAAAAAADAAUAAAQLULXkFkOmCBAGOREAOw==', 'width': 3214, 'height': 4720, 'alt_text': 'A work made of etching with drypoint and roulette from two plates, one black and one blue, with additional colors inked à la poupée, on cream wove paper.'}",1927.4867,True,,1893.0,1903.0,c. 1898,,,"Jean François Raffaëlli
French, 1850-1924",France,,,Image: 23.6 × 15.8 cm (9 5/16 × 6 1/4 in.); Plate: 23.6 × 15.8 cm (9 5/16 × 6 1/4 in.); Sheet: 44.1 × 33.5 cm (17 3/8 × 13 1/4 in.),"[{'depth': None, 'width': 15, 'height': 23, 'diameter': None, 'clarification': 'Image'}, {'depth': None, 'width': 15, 'height': 23, 'diameter': None, 'clarification': 'Plate'}, {'depth': None, 'width': 33, 'height': 44, 'diameter': None, 'clarification': 'Sheet'}]","Etching with drypoint and roulette from two plates, one black and one blue, with additional colors inked à la poupée, on cream wove paper",,The Charles Deering Collection,<p>Delteil 33 III/III</p>,,,,,Web Basic,3,1928,,False,True,-1,,False,False,False,15.7979,"{'h': 51, 'l': 44, 's': 37, 'percentage': 0.005695521356241113, 'population': 58}",,,,False,,,,,Print,18,Prints and Drawings,PC-13,40762.0,Jean-François Rafaëlli,[],[40762],['Jean-François Rafaëlli'],['PC-13'],['Prints and Drawings'],"['etching', 'paper (fiber product)', 'print', 'prints and drawing']",,,[],[],[],TM-18,etching,"['TM-17', 'TM-4']","['TM-18', 'TM-17', 'TM-4']","['etching', 'print', 'prints and drawing']",,[],[],[],TM-2982,[],['TM-2982'],['paper (fiber product)'],,[],[],[],[],db32e527-13fd-4d0d-94f7-8bc43a276608,[],[],[],[],[],[],[],[],"[{'input': ['1927.4867'], 'contexts': {'groupings': ['accession']}}, {'input': ['Place de la Trinité, Paris, small plate'], 'weight': 165, 'contexts': {'groupings': ['title']}}]",2026-04-17T11:06:46-05:00,2026-05-17T06:35:59-05:00,2026-05-17T06:36:31-05:00,
26930,artworks,https://api.artic.edu/api/v1/artworks/26930,False,Bracket (one of two),,"{'lqip': 'data:image/gif;base64,R0lGODlhBwAFAPUAAK6ATa2BTrOGT7OIVsCabsqgbsOgecajer+hgMm1n9C6oc+/sNHArNHArc7Bsc/CtNDCstTEsdTFts/IwdTPy9TSz+Hg3uLh3+Lh4OPh4Obk4uHi5ePl5+Tk5eTk5+Xm5ujq7ubq8O3y+AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAACH5BAAAAAAALAAAAAAHAAUAAAYhwArEMYkwKI+AADEASDaHgoZg8IQaClFiAeJgLh9LphMEADs=', 'width': 3000, 'height': 2102, 'alt_text': 'A work made of wood, possibly oak, carved and gilded.'}",1938.101,True,,1730.0,1740.0,c. 1735,,,France,France,,,52.4 × 46.4 × 17.3 cm (20 5/8 × 18 1/4 × 6 13/16 in.),"[{'depth': 17, 'width': 46, 'height': 52, 'diameter': None, 'clarification': None}]","Wood, possibly oak, carved and gilded",,Gift of Mrs. Charles H. Boissevain in memory of Henry C. Dangler,,,,,,Web Basic,6,1939,,True,True,-1,,False,False,False,49.6106,"{'h': 37, 'l': 77, 's': 68, 'percentage': 0.07787833717707085, 'population': 388}",,,,False,,,,,Furniture,6,Applied Arts of Europe,PC-9,,,[],[],[],['PC-9'],['Applied Arts of Europe'],"['rack', 'wood (plant material)', 'furniture', 'plant material', 'furniture', 'european decorative arts']",,,[],[],[],TM-1383,rack,"['TM-76', 'TM-1394']","['TM-1383', 'TM-76', 'TM-1394']","['rack', 'furniture', 'european decorative arts']",TM-9132,[],['TM-9132'],['furniture'],TM-2431,['TM-3478'],"['TM-2431', 'TM-3478']","['wood (plant material)', 'plant material']",,[],[],[],[],1fe13c52-3d6a-dc6d-9312-84207eb3affe,[],['7113388e-53d5-f4fd-8c67-11e47d469a40'],[],[],[],[],[],[],"[{'input': ['1938.101'], 'contexts': {'groupings': ['accession']}}, {'input': ['Bracket (one of two)'], 'weight': 1, 'contexts': {'groupings': ['title']}}]",2026-04-30T11:24:09-05:00,2026-05-17T06:35:59-05:00,2026-05-17T06:36:31-05:00,
24554,artworks,https://api.artic.edu/api/v1/artworks/24554,False,Pair of Eight Light Candelabra,,"{'lqip': 'data:image/gif;base64,R0lGODlhAwAFAPMAAJSEbp2XkqqmoLGsprWwqb67tNG0jcWzmcC5sdHAptDAqsfAts3Euc3Gv8nEwAAAACH5BAAAAAAALAAAAAADAAUAAAQLsDmU1ClhECCYWREAOw==', 'width': 1498, 'height': 2250, 'alt_text': 'A work made of patinated and gilded bronze.'}",1965.1133a-b,True,,1780.0,1790.0,c. 1785 or 19th century,,,"Possibly Pierre-François Feuchere
French, 1737-1823
or Louis-Simon Boizot
French, 1743-1809
Paris, France",France,,,124.5 × 46 × 30.3 cm (49 × 18 1/8 × 11 15/16 in.),"[{'depth': 30, 'width': 46, 'height': 124, 'diameter': None, 'clarification': None}]",Patinated and gilded bronze,,Gift of Sidney W. Saks,,,,,,Web Basic,6,1966,,True,True,-1,,False,False,False,43.0083,"{'h': 37, 'l': 63, 's': 71, 'percentage': 0.03963502049214889, 'population': 423}",,,,False,,,,,Metalwork,35,Applied Arts of Europe,PC-9,4884.0,"Clodion, (Claude Michel)",[],[4884],"['Clodion, (Claude Michel)']",['PC-9'],['Applied Arts of Europe'],"['candleholder - candelabra', 'bronze', 'candleholder', 'functional object', 'copper alloy', 'nonferrous metal', 'metal', 'inorganic material', 'sculpture', 'metalwork']",,,[],[],[],TM-109,candleholder - candelabra,"['TM-11771', 'TM-334', 'TM-13', 'TM-29']","['TM-109', 'TM-11771', 'TM-334', 'TM-13', 'TM-29']","['candleholder - candelabra', 'candleholder', 'functional object', 'sculpture', 'metalwork']",,[],[],[],TM-2430,"['TM-2694', 'TM-2683', 'TM-2568', 'TM-2600']","['TM-2430', 'TM-2694', 'TM-2683', 'TM-2568', 'TM-2600']","['bronze', 'copper alloy', 'nonferrous metal', 'metal', 'inorganic material']",,[],[],[],[],9c821fe6-f678-0287-48e0-02bd3846cb38,[],['93f7ae4d-9208-8d16-6eab-062d554eec56'],[],[],[],[],[],[],"[{'input': ['1965.1133a-b'], 'contexts': {'groupings': ['accession']}}, {'input': ['Pair of Eight Light Candelabra'], 'weight': 43, 'contexts': {'groupings': ['title']}}]",2026-04-30T11:55:49-05:00,2026-05-17T06:35:59-05:00,2026-05-17T06:36:31-05:00,
24552,artworks,https://api.artic.edu/api/v1/artworks/24552,False,Pair of Candelabra,,"{'lqip': 'data:image/gif;base64,R0lGODlhBQAFAPQAALOXbLGYb7efe8q4ntS+ndLDrdTFr87DstLGsNnNudvPu9vRxNrUzd7a1Obd0+Le1+nk3ujn5uvp5u7q5e3r6ezr6u7s6vLy8vT09AAAAAAAAAAAAAAAAAAAAAAAAAAAACH5BAAAAAAAIf8LSW1hZ2VNYWdpY2sOZ2FtbWE9MC40NTQ1NDUALAAAAAAFAAUAAAUVYPUwTYQEAnBMhlNIWAIllzUsRBUCADs=', 'width': 2319, 'height': 2250, 'alt_text': 'A work made of bronze gilt.'}",1965.1132.1-2,True,,1784.0,1794.0,c. 1789,,,"In the manner of Pierre Gouthière
French, 1732-1813/14",France,,,H.: 64.1 cm (25 1/4 in.),"[{'depth': None, 'width': None, 'height': 64, 'diameter': None, 'clarification': None}]",Bronze gilt,,Gift of Sidney W. Saks,,,,,,Web Basic,6,1966,,True,True,-1,,False,False,False,0.0,"{'h': 38, 'l': 53, 's': 63, 'percentage': 0.0011690862919840929, 'population': 61}",,,,False,,,,,Metalwork,35,Applied Arts of Europe,PC-9,46272.0,In the manner of Pierre Gouthière,[],[46272],['In the manner of Pierre Gouthière'],['PC-9'],['Applied Arts of Europe'],"['bronze', 'candleholder - candelabra', 'furniture', 'lighting device', 'furniture', 'european decorative arts', 'metalwork']",,,[],[],[],TM-109,candleholder - candelabra,"['TM-169', 'TM-76', 'TM-1394', 'TM-29']","['TM-109', 'TM-169', 'TM-76', 'TM-1394', 'TM-29']","['candleholder - candelabra', 'lighting device', 'furniture', 'european decorative arts', 'metalwork']",TM-9132,[],['TM-9132'],['furniture'],TM-2430,[],['TM-2430'],['bronze'],,[],[],[],[],c5e599d7-bc66-a808-8a36-5b61a8228900,['30ebf39b-820a-a98c-3317-2b4eb6ecc146'],['8abead91-a21f-e8a6-c195-094016af95e5'],[],[],[],[],[],[],"[{'input': ['1965.1132.1-2'], 'contexts': {'groupings': ['accession']}}, {'input': ['Pair of Candelabra'], 'weight': 21, 'contexts': {'groupings': ['title']}}]",2026-05-06T13:38:32-05:00,2026-05-17T06:35:59-05:00,2026-05-17T06:36:31-05:00,
188844,artworks,https://api.artic.edu/api/v1/artworks/188844,True,"Near Jackson, Mississippi",,"{'lqip': 'data:image/gif;base64,R0lGODlhAwAFAPMAACkdHjosKT4vLF5KQV5NRmVORGtLRXJaT3JbT2laVHRmX4N+f5yHdJOEeIiEgQAAACH5BAAAAAAALAAAAAADAAUAAAQLsATAjHALNXUGSREAOw==', 'width': 3268, 'height': 5050, 'alt_text': 'Photograph of red, white, and blue jacket hanging from wall.'}",2006.326,False,,1965.0,1975.0,"c. 1970, printed 2002",Made,4.0,"William Eggleston
American, born 1939",United States,"<p>In the 1960s, an encounter with the work of <a href=""https://www.artic.edu/artists/33885"">Henri Cartier-Bresson</a> galvanized Eggleston to adopt a more rigorous practice of photography. Blending Cartier-Bresson’s formal rigor with an explorative openness to new subject matter, Eggleston was soon working exclusively in color, producing rich, saturated dye-transfer prints. Although the 1975 exhibition of his work was met with skepticism, it declared to an entire generation of photographers that serious art could be made in color and with unassuming subjects drawn from the artist’s own experience. In this seemingly simple study, an abstracted American palette of red, white, and blue appears in a hanging jacket whose peaked hood carries more ominous connotations. Eggleston’s photographs are the necessary preamble to the work of such later talents as <a href=""https://www.artic.edu/artists/43768"">Richard Misrach</a> and <a href=""https://www.artic.edu/artists/43762"">Nan Goldin</a>.</p>
",,Image: 55.3 × 36 cm (21 13/16 × 14 3/16 in.); Paper: 57.8 × 47.1 cm (22 13/16 × 18 9/16 in.),"[{'depth': None, 'width': 36, 'height': 55, 'diameter': None, 'clarification': 'Image'}, {'depth': None, 'width': 47, 'height': 57, 'diameter': None, 'clarification': 'Paper'}]",Dye imbibition print,"Signed recto, lower right, below image, in black ink: ""William Eggleston""; signed, stamped and inscribed verso, lower right, in black ink: ""William Eggleston / This dye transfer photograph by William Eggleston / was printed under the artist's supervision / by Nino Mondhe, Hamburg, Germany, / and is published in 2002 by the Eggleston Artistic Trust, Memphis, / in an edition of nine numbered and four lettered examples, / of which this is: [stamped] / 8/9 [inscribed/stamped underline] / EAT # [stamped] 0203.069 [inscribed/stamped underline] / © 2002, Eggleston Artistic Trust. All rights reserved. / The copyright in this photograph is the property of the / Eggleston Artistic Trust. This image may not be reproduced  / without the Trust's express written permission. / Image date: [stamped] ca. 1970 [inscribed/stamped underline] Location: [stamped] Mississippi [inscribed/stamped underline]""; inscribed verso, lower center, in graphite: ""EG. 6705""",Purchased with funds provided by Robert and Joan Feitler,,"Sharp, Robert V., Elizabeth Stepina and Susan E. Weidemeyer. 2009. ""The Art Institute of Chicago: The Essential Guide."" Publications Department of the Art Institute of Chicago. p. 284.","Art Institute of Chicago, ""When Color Was New,"" February 24–April 29, 2007. (Katherine Bussard)

Art Institute of Chicago, Inaugural Modern Wing Exhibition, May 16–September 7, 2009. (Galleries 188 and 189)

New York, New York, Whitney Museum of American Art, ""William Eggleston: Democratic Camera, Photographs and Video, 1961–2008,"" November 7, 2008–January 25, 2009; Haus der Kunst München, Munich, February 20–May 17, 2009; Corcoran Gallery of Art, Washington, D.C., June 20–September 20, 2009; Art Institute of Chicago, February 27–May 23, 2010 (Katherine Bussard); and the Los Angeles County Museum of Art, October 31, 2010–January 16, 2011. (Chicago only)",,8 of 9,Web Cataloged,20,2007,,False,False,843,,False,False,False,24.5419,"{'h': 356, 'l': 34, 's': 97, 'percentage': 0.006448929023632146, 'population': 71}",,,,False,,,,,Photograph,2,Photography and Media,PC-12,34368.0,William Eggleston,[],[34368],['William Eggleston'],"['PC-831', 'PC-12']","['Essentials', 'Photography and Media']","['paper (fiber product)', 'dye transfer process', 'photograph', 'jackets', '21st Century', 'dye', 'apparel', 'photography', 'color photography']",TM-12913,21st Century,[],['TM-12913'],['21st Century'],TM-240,photograph,['TM-67'],"['TM-240', 'TM-67']","['photograph', 'photography']",TM-12431,['TM-12432'],"['TM-12431', 'TM-12432']","['jackets', 'apparel']",TM-2982,['TM-3394'],"['TM-2982', 'TM-3394']","['paper (fiber product)', 'dye']",TM-3935,['TM-13061'],"['TM-3935', 'TM-13061']","['dye transfer process', 'color photography']",['Essentials'],e75f3120-2fb0-826b-e922-a51b41e96027,[],[],[],[],[],[],[],[],"[{'input': ['2006.326'], 'contexts': {'groupings': ['accession']}}, {'input': ['Near Jackson, Mississippi'], 'weight': 808, 'contexts': {'groupings': ['title']}}]",2026-04-17T08:48:13-05:00,2026-05-17T06:35:58-05:00,2026-05-17T06:36:31-05:00,"Near Jackson, Mississippi"
66284,artworks,https://api.artic.edu/api/v1/artworks/66284,False,"Sun Rays—Paula, Berlin",,"{'lqip': 'data:image/gif;base64,R0lGODlhBAAFAPQAADs4Nz06Nz47OD47OT88OUI+PUI/PkJAPk5LRU5LRk9MRVZSS1ZTTFtXUmBcVGViWW9rYXp2bIJ9cwAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAACH5BAAAAAAALAAAAAAEAAUAAAURYEMMRaRAiOQ8S8IEggEMRwgAOw==', 'width': 2505, 'height': 3351, 'alt_text': 'A work made of gelatin silver print.'}",1949.698,False,,1889.0,1889.0,"1889, printed 1920/39",Made,4.0,"Alfred Stieglitz
American, 1864–1946",United States,"<p>Although Stieglitz made this photograph of his lover Paula early in his career, he did not exhibit or publish it until 1921 at the earliest; shown frequently thereafter, it became one of his best-known works. In contrast to the more atmospheric, seemingly timeless images he was making at the time, such as <em>The Net Mender</em>, <em>Sun Rays</em> is sharp and crisp, as well as modern in its subject matter—the photographs on the wall include a small studio portrait of Stieglitz himself. Only later in his career, after his conversion to “straight” photography, did Stieglitz recognize the modernist impulses at play in this photograph and connect it to his more recent work.</p>
<p>For more on the Alfred Stieglitz collection at the Art Institute, along with in-depth object information, please visit the website: <a href=""http://media.artic.edu/stieglitz"">The Alfred Stieglitz Collection</a>.</p>
",,Image/paper: 22.7 × 16.9 cm (8 15/16 × 6 11/16 in.),"[{'depth': None, 'width': 16, 'height': 22, 'diameter': None, 'clarification': 'Image/paper'}]",Gelatin silver print,"Unmarked recto; inscribed verso, on second mount, in graphite: 21, AI of C 49.698",Alfred Stieglitz Collection,,"Shimbun, Asahi. 1997. “Alfred Stieglitz and his Contemporaries.” Exh. cat. Tokyo Metropolitan Museum of Photography. p. 38. pl. 14.

Marien, Mary Warner. 2006. ""Photography: A Cultural History."" Laurence King Publishing. p. 182.

Padon, Thomas. 2008. ""Truth Beauty: Pictorialism and the Photographs as Art, 1845-1945."" Exh. cat. Vancouver Art Gallery Vancouver. p. 26. (other print of this image)","Tokyo Metropolitan Museum of Photography, ""Alfred Stieglitz and his Contemporaries,"" September 9–November 3, 1997.

Paris, France, Musée d’Orsay, Réunion des musées nationaux, ""Alfred Stieglitz and His Circle:  Modernity in New York (1905–1930),” October 18, 2004–January 16, 2005; traveled to Madrid, Spain, Museo Nacional Centro de Arte Reina Sofia, February 10–May 17, 2005.

Vancouver, British Columbia, Vancouver Art Gallery, ""Truth Beauty: Pictorialism and the Photographs as Art, 1845-1945,"" February 2-April 27, 2008. (Alison Nordstrom)

Art Institute of Chicago, ""Alfred Stieglitz and the 19th Century,"" October 31, 2015-March 27, 2016. (Elizabeth Siegel)",,,Web Cataloged,20,1950,,True,True,-1,,True,False,False,7.7418,"{'h': 41, 'l': 51, 's': 7, 'percentage': 0.04319289382998901, 'population': 414}",,,,False,,,,,Photograph,2,Photography and Media,PC-12,36809.0,Alfred Stieglitz,[],[36809],['Alfred Stieglitz'],['PC-12'],['Photography and Media'],"['gelatin silver (developing-out-paper) pr', 'Pictorialism', 'portraits', 'photographic paper', 'black-and-white photography', 'photography', 'photographic process', 'photography', 'photograph', 'photographic processes', 'photographic techniques', 'photography', '19th century']",TM-7546,Pictorialism,['TM-13203'],"['TM-7546', 'TM-13203']","['Pictorialism', '19th century']",TM-213,gelatin silver (developing-out-paper) pr,"['TM-68', 'TM-67', 'TM-240']","['TM-213', 'TM-68', 'TM-67', 'TM-240']","['gelatin silver (developing-out-paper) pr', 'photographic process', 'photography', 'photograph']",TM-8658,['TM-8578'],"['TM-8658', 'TM-8578']","['portraits', 'photography']",TM-3046,[],['TM-3046'],['photographic paper'],TM-12089,"['TM-3937', 'TM-3977', 'TM-3978']","['TM-12089', 'TM-3937', 'TM-3977', 'TM-3978']","['black-and-white photography', 'photographic processes', 'photographic techniques', 'photography']",[],c68643ad-3cc8-986a-8542-f10f47e6e7e8,[],[],[],[],[],[],[],[102],"[{'input': ['1949.698'], 'contexts': {'groupings': ['accession']}}, {'input': ['Sun Rays—Paula, Berlin'], 'weight': 3416, 'contexts': {'groupings': ['title']}}]",2026-04-20T13:51:40-05:00,2026-05-17T06:35:58-05:00,2026-05-17T06:36:31-05:00,
239634,artworks,https://api.artic.edu/api/v1/artworks/239634,False,Walnut Tree Orchard: Set 9,,"{'lqip': 'data:image/gif;base64,R0lGODlhCAAFAPUAAHp3d4KGkKSdlq+rqca/ucLAvsrCuMzEvMzGv7/AwsvGwcnHx8zIxc3Ixc7JxMjHyM7Lyc7Myc/OzNbPx9DNydHOytHPy9XSztLS0dbV0dHT1tPV1tnX09rX09rZ1dra19XX2Nfa2tnb3Njb3drd3tve3uPh3ubk3wAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAACH5BAAAAAAALAAAAAAIAAUAAAYlwFGJJAqBNhpMgnGpOCKQR2DQoSAWjQJAMDkYCIrPyeThZCySIAA7', 'width': 5699, 'height': 3799, 'alt_text': 'A work made of silver gelatin print, pen and black ink on white wove strathmore paper.'}",2017.280a-c,True,,1975.0,2014.0,1975–2014,Made,4.0,"Charles Gaines
American, born 1944",,"<p>For over 40 years, Charles Gaines has created rigorous, rule-based photographs, drawings, and prints to reveal systems of order and meaning. As a leading exponent of Conceptual Art in the 1970s, he created serialized representative images based on exacting, self-imposed constraints. His works use dense grids of hand-drawn lines, numbers, and colors to demonstrate methodical ways of realizing forms such as trees and the human body. His arbitrary yet exhaustive processes provide alternative ways of representing universally known images, thereby investigating their visual content and potential  meaning.<p>
<p>For <em>Walnut Tree Orchard</em>, Gaines photographed 26 barren trees in a documentary fashion then devised systems to map each organic shape on a hand-drawn grid on paper. In the first drawing, the unique form is painstakingly drawn as an outline and thus generalized into an iconic “tree” in flattened space. For the third and final representation, the tree is sequentially plotted with others that have come before it in the series—in this case, the ninth with the first eight. With quiet restraint, visual precision, exacting marks, and mathematical sequencing, Gaines depicts this seemingly familiar natural form with unexpected curiosity, neutrality, and richness.<p>
",,Sheet: 73.3 × 58.3 cm (28 7/8 × 23 in.),"[{'depth': None, 'width': 58, 'height': 73, 'diameter': None, 'clarification': 'Sheet'}]","Silver gelatin print, pen and black ink on white wove Strathmore paper",,Gift of Society for Contemporary Art,,"Christopher Knight, ""Review. Hammer’s ‘Gridwork’ plots Charles Gaines’ captivating process,"" Los Angeles Times, March 3, 2015, Online, https://www.latimes.com/entertainment/arts/la-et-cm-knight-hammer-charles-gaines-review-20150303-column.html

Travis Diehl, ""A/The//Grid/Work,"" X-TRA 17, no. 4 (Summer 2015): Online, https://www.x-traonline.org/article/gridwork/

Kari Rittenbach, Trees in the Forest, exh. pamphlet (Portland: Yale Union, 2016), n.p., cat. 31. 

Matthew S. Witkovsky et al., The Art Institute of Chicago Field Guide to Photography and Media, (Chicago: Art Institute of Chicago, 2023), 361, pl. 353 (color ill.).","Los Angeles, The Hammer Museum, Charles Gaines: Gridwork, 1974–1989, Feb. 7–May 24, 2015, no cat.
 
Portland, Yale Union, Trees in the Forest, July 23–Sept. 4, 2016, cat. 31.
 
The Art Institute of Chicago, Society for Contemporary Art Annual Exhibition 2017, May 26–Oct. 31, 2017, no cat.","The artist; sold through Paula Cooper Gallery, New York, to the Society for Contemporary Art at the Art Institute of Chicago, June 5, 2017 [purchase agreement; copy in curatorial object file]; given to the Art Institute of Chicago, Oct. 3, 2017.",,Web Cataloged,246,2018,,False,False,843,,False,False,False,13.4061,"{'h': 224, 'l': 47, 's': 5, 'percentage': 0.005910090635461388, 'population': 28}",,,,False,,,,,Drawing and Watercolor,14,Contemporary Art,PC-8,9153.0,Charles Gaines,[],[9153],['Charles Gaines'],"['PC-142', 'PC-8']","['African American artists', 'Contemporary Art']","['paper (fiber product)', '21st Century']",TM-12913,21st Century,[],['TM-12913'],['21st Century'],,,[],[],[],,[],[],[],TM-2982,[],['TM-2982'],['paper (fiber product)'],,[],[],[],['African American artists'],447822cb-2fb5-f598-ecb3-9219c377e9f6,[],[],[],[],[],[],[],[],"[{'input': ['2017.280a-c'], 'contexts': {'groupings': ['accession']}}, {'input': ['Walnut Tree Orchard: Set 9'], 'weight': 24, 'contexts': {'groupings': ['title']}}]",2026-05-01T11:12:36-05:00,2026-05-17T06:35:57-05:00,2026-05-17T06:36:31-05:00,
